source1_entity_id	split	true_match_count	matched_entity_ids
S1-243552404	threshold	5	S2-473778759,S2-624153297,S3-307458133,S3-988467126,S3-696183556
S1-243689067	threshold	6	S2-706753276,S2-208555332,S3-449121846,S3-222765216,S3-971515411,S3-465878147
S1-244689221	threshold	4	S2-210614766,S2-777823913,S3-7883763,S3-165858928
S1-24543554	threshold	5	S2-678028951,S2-67332622,S2-221331033,S3-853891364,S3-155190662
S1-245994998	threshold	3	S2-165916069,S2-976234243,S2-809191884
S1-246184610	threshold	6	S2-732386238,S2-661820056,S2-450457174,S2-143378684,S3-770916133,S3-613973115
S1-246453709	threshold	1	S2-47475437
S1-24667271	threshold	5	S2-31131024,S2-325754698,S3-477187883,S3-39997340,S3-361194200
S1-246865937	threshold	3	S2-546348621,S2-168019792,S3-596622748
S1-247119078	threshold	1	S2-421079952
S1-247480463	threshold	2	S2-897319667,S3-67015623
S1-248264376	threshold	6	S2-407616038,S2-299690335,S2-290642777,S3-217200690,S3-856897640,S3-939236294
S1-248483026	threshold	2	S2-993553010,S3-705496205
S1-248566645	threshold	4	S2-107893864,S2-598348822,S2-439566178,S3-999997021
S1-248590415	threshold	4	S2-153901783,S2-777425674,S2-837427839,S3-488591019
S1-248593579	threshold	4	S2-989173330,S2-86501161,S3-309050826,S3-301500043
S1-250327534	threshold	4	S2-31082745,S3-688115618,S3-191908470,S3-382785381
S1-25172401	threshold	3	S2-349364933,S3-753649781,S3-902019199
S1-252079777	threshold	3	S2-197762076,S2-7492233,S3-795354021
S1-252096952	threshold	2	S2-6767919,S2-942047384
S1-25422411	threshold	6	S2-449389395,S2-180700854,S3-593075107,S3-853134189,S3-685750964,S3-33448895
S1-25470787	threshold	4	S2-652503690,S2-751093693,S3-34623567,S3-214978329
S1-254742792	threshold	5	S2-241267611,S2-319516925,S2-681717741,S2-178492752,S3-514285173
S1-254910476	threshold	3	S2-759653299,S3-865866928,S3-526599721
S1-255431408	threshold	3	S2-507617281,S3-415335154,S3-566610318
S1-25546143	threshold	2	S3-565911397,S3-217046314
S1-255511888	threshold	3	S3-748145106,S3-479683804,S3-608417899
S1-256050262	threshold	4	S2-972133734,S2-645810728,S3-27265681,S3-833333787
S1-256501632	threshold	2	S2-832761161,S3-404135319
S1-257430011	threshold	0	
S1-257481581	threshold	4	S2-976652905,S2-723078364,S3-943977077,S3-443819936
S1-257880822	threshold	5	S2-246402154,S2-140962413,S2-425559432,S3-599775751,S3-625729578
S1-258109340	threshold	3	S2-240365074,S2-887948981,S3-497071720
S1-258346426	threshold	3	S2-418033775,S2-793764520,S3-787650246
S1-258441522	threshold	2	S2-430979961,S3-661142916
S1-258768576	threshold	2	S2-481137344,S2-490531352
S1-259205947	threshold	4	S2-347390436,S2-36135037,S3-705105151,S3-414820965
S1-259299200	threshold	2	S2-626204401,S3-30258989
S1-259372152	threshold	4	S2-329218793,S2-642354511,S2-928868249,S3-967220055
S1-259625696	threshold	4	S2-195839298,S2-970415304,S3-782241228,S3-878849526
S1-259678892	threshold	2	S2-60520041,S3-122772198
S1-260772475	threshold	3	S2-726289313,S3-376509238,S3-557470736
S1-261476596	threshold	4	S2-702017954,S2-455133946,S3-955018141,S3-995101576
S1-262578840	threshold	4	S2-973482733,S2-837199340,S3-547228250,S3-807521603
S1-262745554	threshold	1	S2-120275979
S1-263451589	threshold	2	S3-661819594,S3-132757218
S1-264755239	threshold	5	S2-992238533,S2-618464023,S2-798519712,S3-415237508,S3-100054381
S1-265154819	threshold	6	S2-931635186,S2-779595583,S2-36394165,S3-48637348,S3-454298776,S3-695519232
S1-265595946	threshold	6	S2-539409367,S3-263314236,S3-284031830,S3-424453417,S3-276831208,S3-168919814
S1-26564701	threshold	2	S2-112204149,S3-120176094
S1-266604532	threshold	2	S2-137324179,S3-456313648
S1-267117100	threshold	0	
S1-267393179	threshold	5	S2-642099062,S2-325097943,S3-870928811,S3-284767979,S3-49549808
S1-267571103	threshold	2	S3-543204767,S3-149884099
S1-267614779	threshold	3	S3-764257568,S3-571129673,S3-316699302
S1-267843775	threshold	5	S2-75467066,S2-606507514,S2-12464910,S3-245883136,S3-736606456
S1-267944230	threshold	3	S2-646411007,S2-170393972,S3-700261434
S1-268782386	threshold	2	S2-859119433,S2-212261104
S1-269632746	threshold	6	S2-289693347,S2-169037725,S2-79482517,S2-994768938,S3-130522656,S3-949768339
S1-269821442	threshold	3	S2-809837443,S3-490484021,S3-766105774
S1-270159883	threshold	5	S2-980828764,S2-304795894,S3-127391554,S3-681429562,S3-940508569
S1-270504040	threshold	3	S2-376864765,S3-662053210,S3-874617073
S1-271953552	threshold	4	S2-411894601,S3-569973324,S3-359787876,S3-169602129
S1-272444623	threshold	3	S2-116784953,S2-41475944,S3-345856441
S1-273230623	threshold	2	S2-246969681,S3-91681796
S1-273888314	threshold	0	
S1-274044563	threshold	3	S2-566005476,S3-30215134,S3-162980616
S1-274065797	threshold	1	S3-954419098
S1-275665133	threshold	4	S2-888877486,S2-604409941,S3-66955536,S3-310071359
S1-27585812	threshold	4	S2-373455256,S3-829360999,S3-887587048,S3-286363496
S1-275933726	threshold	7	S2-180992076,S2-254626981,S2-47746865,S3-411782163,S3-570652972,S3-532037598,S3-386783745
S1-276061734	threshold	2	S2-925427701,S3-276272548
S1-276569733	threshold	4	S2-132837153,S2-597922911,S3-824726994,S3-31974035
S1-276648539	threshold	2	S2-778866994,S3-66867710
S1-276725845	threshold	2	S2-367898808,S2-484680895
S1-277465603	threshold	3	S2-550894621,S2-532933021,S3-120008982
S1-27774437	threshold	7	S2-768750108,S2-409808194,S3-388344955,S3-771625799,S3-566773340,S3-268016788,S3-834770491
S1-278134323	threshold	3	S2-897324241,S3-317717916,S3-943306563
S1-278247504	threshold	3	S2-47792863,S2-650886387,S3-439689323
S1-278323032	threshold	4	S2-41096915,S3-373759845,S3-917331090,S3-740238563
S1-278567304	threshold	4	S2-426209609,S2-618539965,S3-82699511,S3-900047754
S1-278579891	threshold	4	S3-299239821,S3-440356113,S3-276030835,S3-177437243
S1-278699217	threshold	5	S2-628869087,S2-430414649,S2-420370631,S2-749642854,S3-364725867
S1-278847579	threshold	3	S2-6710563,S2-187259017,S3-613624947
S1-279089650	threshold	2	S2-108475591,S3-241261160
S1-279240865	threshold	4	S2-456985334,S3-12328326,S3-357191180,S3-648548527
S1-2792897	threshold	2	S2-609021645,S3-27244492
S1-279566219	threshold	2	S2-759705567,S2-432561597
S1-282948362	threshold	3	S2-435036382,S2-204082889,S3-398215592
S1-283339154	threshold	3	S2-613323654,S2-633851260,S3-77758250
S1-283532908	threshold	3	S2-525200251,S3-20168402,S3-112682366
S1-283887551	threshold	3	S2-116674388,S3-336232484,S3-884766866
S1-284114210	threshold	2	S3-458584436,S3-160573147
S1-284461513	threshold	4	S2-959645010,S3-876547833,S3-778143144,S3-689618538
S1-285004928	threshold	4	S2-8385565,S3-301607459,S3-350799546,S3-147990756
S1-285405590	threshold	3	S2-588318564,S2-811561514,S3-917232508
S1-285507963	threshold	2	S2-37123916,S2-947213149
S1-285739315	threshold	1	S3-853942671
S1-285917103	threshold	0	
S1-286633488	threshold	3	S2-752000779,S3-509431359,S3-207231990
S1-28730888	threshold	3	S3-506960667,S3-208718780,S3-827013728
S1-288274927	threshold	4	S2-548495703,S2-358121953,S3-926560764,S3-369969054
S1-288687563	threshold	6	S2-65465541,S2-253149276,S2-771500091,S3-382405545,S3-550108327,S3-767265695
S1-288944667	threshold	2	S2-8399003,S3-357204463
S1-289247698	threshold	4	S2-156135005,S2-887241879,S3-116305774,S3-45922747
S1-289510718	threshold	2	S2-804028973,S3-539757177
S1-289981009	threshold	3	S2-90615864,S3-502776558,S3-22212481
S1-290323736	threshold	2	S3-533510701,S3-359132815
S1-290525383	threshold	6	S2-468645896,S2-128172833,S2-255558750,S2-994526519,S2-482936961,S3-368191895
S1-290582269	threshold	6	S2-900356680,S2-682078255,S2-313271019,S3-872824332,S3-609736064,S3-560069803
S1-291209190	threshold	3	S2-171593188,S3-807745162,S3-839541857
S1-291347775	threshold	3	S2-823251687,S2-79494672,S3-36460492
S1-291723422	threshold	2	S3-819507475,S3-557811003
S1-291894944	threshold	3	S2-22965392,S2-868677546,S3-657411254
S1-292025392	threshold	2	S2-475923105,S3-594817675
S1-292320604	threshold	3	S2-542342444,S2-280676437,S2-897176969
S1-292741135	threshold	4	S2-702897163,S2-787591021,S2-646927858,S3-786750650
S1-29297582	threshold	2	S3-167313024,S3-349912821
S1-293233407	threshold	3	S2-635898830,S3-841271755,S3-408565517
S1-293393919	threshold	0	
S1-293527283	threshold	2	S2-411022475,S3-142384131
S1-293759857	threshold	4	S2-804955413,S2-949581997,S2-564691027,S3-240514779
S1-29395176	threshold	3	S2-198649096,S2-161916081,S3-716884461
S1-294393365	threshold	1	S3-469217705
S1-294404758	threshold	2	S2-106837862,S3-356150186
S1-294624104	threshold	4	S2-210462751,S3-158011463,S3-646457720,S3-729080299
S1-295161793	threshold	5	S2-395403307,S3-118168449,S3-550741739,S3-632091239,S3-57248679
S1-29541193	threshold	2	S2-545369075,S3-30159505
S1-296847654	threshold	4	S2-825657175,S2-252892365,S3-117932136,S3-377705280
S1-297108377	threshold	2	S2-153489211,S3-628907420
S1-297563705	threshold	2	S2-919828671,S3-510083082
S1-298289389	threshold	4	S2-615873507,S2-214883182,S3-3079678,S3-734396275
S1-298438839	threshold	4	S2-255692703,S2-211305183,S2-848903686,S3-651567257
S1-298702853	threshold	3	S2-35375877,S2-140742341,S3-169953667
S1-298831734	threshold	5	S2-317385365,S2-626835632,S2-997882287,S3-688493501,S3-489606388
S1-299172751	threshold	4	S2-268629772,S2-274768950,S3-137637511,S3-841109805
S1-299217709	threshold	2	S2-625273750,S3-524951058
S1-300153861	threshold	4	S2-350543729,S3-942745111,S3-626428299,S3-826630155
S1-300423605	threshold	5	S2-673766009,S2-391517803,S3-488267837,S3-472042685,S3-620656006
S1-300714754	threshold	3	S2-843135719,S3-959182244,S3-278385180
S1-301075321	threshold	4	S2-588833769,S3-744174275,S3-493542346,S3-875781939
S1-301281894	threshold	4	S2-730219026,S3-782875130,S3-135158431,S3-966357757
S1-30132677	threshold	3	S2-711539139,S3-183228154,S3-608496939
S1-301414243	threshold	1	S2-352534443
S1-301447022	threshold	4	S2-297268857,S2-389542211,S2-878512350,S3-634199505
S1-301668935	threshold	4	S2-81030404,S2-572003920,S3-350926120,S3-124869678
S1-302095231	threshold	2	S2-448060262,S3-287587849
S1-302808411	threshold	3	S2-962863246,S2-714502033,S3-602009549
S1-303520687	threshold	3	S2-751707197,S2-586092946,S3-452079010
S1-303878810	threshold	0	
S1-3040952	threshold	3	S2-410291373,S2-148004453,S3-147883042
S1-304970614	threshold	3	S2-668753080,S3-207725268,S3-196218727
S1-305612525	threshold	4	S2-998204078,S2-221773181,S3-857417854,S3-390870832
S1-305676417	threshold	2	S2-37991127,S3-959719776
S1-305790087	threshold	2	S2-235742464,S2-389078873
S1-305926402	threshold	3	S2-915562162,S2-691547460,S3-396415685
S1-3059666	threshold	1	S3-846382768
S1-30661998	threshold	4	S2-600906825,S2-193344121,S3-552496938,S3-593927359
S1-307395545	threshold	4	S2-687406558,S2-612603981,S3-334055121,S3-653228445
S1-307635712	threshold	5	S2-509994312,S2-528565687,S2-683582248,S3-491104138,S3-482010308
S1-30767495	threshold	2	S2-388072334,S3-395862490
S1-307793331	threshold	7	S2-589353819,S2-837645410,S3-934333161,S3-681925778,S3-749980072,S3-610376998,S3-664000204
S1-307943598	threshold	2	S2-584475100,S2-646801816
S1-308377215	threshold	2	S2-40293753,S3-779903065
S1-308686319	threshold	5	S2-28743639,S2-13044831,S3-476916699,S3-19840565,S3-7188466
S1-309031086	threshold	5	S2-450174641,S2-652959730,S2-280247980,S3-650345206,S3-980294427
S1-309263085	threshold	3	S2-343230475,S3-869601656,S3-523907402
S1-309862348	threshold	2	S2-157693084,S2-579979702
S1-310115385	threshold	5	S2-92590279,S2-573331694,S2-492870682,S2-247859219,S3-75754182
S1-310512980	threshold	2	S2-966495121,S3-323012275
S1-310633705	threshold	5	S2-550015279,S2-898269796,S3-633303556,S3-170259431,S3-369702563
S1-310646627	threshold	5	S2-842386125,S2-129876756,S2-954213129,S3-663531030,S3-928662680
S1-310859728	threshold	4	S2-920244870,S3-480964998,S3-784618443,S3-965861342
S1-311061629	threshold	6	S2-703184157,S2-946774628,S2-489110268,S2-287703532,S3-828147117,S3-694270225
S1-311393106	threshold	1	S2-594923930
S1-311936719	threshold	6	S2-321968487,S2-757889223,S2-286611180,S3-17410397,S3-555471160,S3-463855849
S1-312053419	threshold	2	S2-473534320,S3-682353775
S1-312389988	threshold	8	S2-875237927,S2-329058170,S2-234888044,S2-787920191,S3-718337172,S3-448233231,S3-93917247,S3-388064327
S1-312858181	threshold	6	S2-583269062,S2-364346379,S2-503174577,S3-584962789,S3-785303940,S3-668469441
S1-312906072	threshold	3	S2-56112199,S2-939004050,S3-528806231
S1-313349899	threshold	4	S2-259823597,S3-179466631,S3-920809471,S3-961149259
S1-313425447	threshold	4	S2-486363343,S3-583599365,S3-813573766,S3-579718941
S1-313432701	threshold	3	S2-235789823,S3-409397615,S3-73171200
S1-313704586	threshold	1	S2-683793687
S1-3142820	threshold	4	S2-945269438,S2-998397636,S3-387366580,S3-753887344
S1-314829187	threshold	5	S2-24978044,S2-617660942,S3-543035772,S3-955487895,S3-497433380
S1-315242322	threshold	4	S2-524726582,S2-584539880,S3-135307630,S3-25519863
S1-315818080	threshold	6	S2-570852323,S2-664382763,S2-149056187,S2-310304615,S3-773596226,S3-814031281
S1-31675611	threshold	5	S2-492222035,S3-987359537,S3-539922753,S3-606257054,S3-327221710
S1-317177578	threshold	4	S2-775481556,S2-54971564,S3-534901371,S3-107936468
S1-317387563	threshold	4	S2-403510078,S3-671325103,S3-766174952,S3-401951259
S1-317661666	threshold	4	S2-205098673,S3-470845659,S3-793160019,S3-545444913
S1-317992362	threshold	5	S2-193265787,S2-151683306,S2-941469609,S3-986988222,S3-699594031
S1-318018542	threshold	3	S2-115069729,S2-400943037,S3-373220481
S1-318296565	threshold	3	S2-454504426,S3-694553363,S3-814289325
S1-318392348	threshold	4	S2-97138604,S2-225377639,S2-743436169,S3-841011432
S1-318603913	threshold	2	S2-683021377,S3-361685093
S1-319293320	threshold	8	S2-602322730,S2-961724735,S2-765920119,S3-502281788,S3-787180465,S3-430093116,S3-837889827,S3-644086039
S1-320083541	threshold	5	S2-226351294,S3-799102540,S3-591909936,S3-902639863,S3-692827922
S1-320573332	threshold	2	S3-875957661,S3-346292276
S1-320684089	threshold	3	S2-82935637,S2-41280629,S3-548280077
S1-321206536	threshold	3	S2-415412651,S2-423671354,S3-797965108
S1-321284014	threshold	3	S2-110214340,S2-357645178,S3-687633287
S1-321917436	threshold	5	S2-933215736,S2-881508779,S2-688562401,S3-68465549,S3-4264446
S1-322576618	threshold	1	S2-544936348
S1-322692990	threshold	5	S2-443205004,S2-374326790,S2-982984507,S3-80069932,S3-791588645
S1-323580136	threshold	1	S2-958879547
S1-3237699	threshold	2	S2-374458996,S2-492021087
S1-323797253	threshold	2	S2-78923685,S3-750154604
S1-323822518	threshold	7	S2-500624592,S2-414387825,S2-287812797,S3-554050942,S3-520209889,S3-391615290,S3-600400020
S1-324006594	threshold	5	S2-704212344,S2-470014733,S3-203862062,S3-524320224,S3-973963300
S1-324060799	threshold	5	S2-774036938,S2-246496472,S2-307153170,S3-254706235,S3-324884568
S1-324078694	threshold	4	S2-916740639,S3-126658763,S3-686359015,S3-692522621
S1-324136218	threshold	2	S2-702794471,S3-671644014
S1-324318631	threshold	2	S2-570491354,S3-733854880
S1-324772037	threshold	2	S2-935465408,S2-238022959
S1-324845383	threshold	7	S2-47077810,S2-641510448,S2-329328395,S2-510278637,S3-315132672,S3-383195539,S3-300615365
S1-325062639	threshold	6	S2-674988730,S2-218057887,S2-430652707,S3-513782432,S3-18580843,S3-139819149
S1-325124278	threshold	3	S3-904088581,S3-740560423,S3-789510530
S1-325490010	threshold	5	S2-32441532,S3-455836713,S3-98907212,S3-741162673,S3-87197086
S1-325813874	threshold	5	S2-969011208,S2-2549224,S2-577090411,S2-895382909,S2-393750026
S1-328699870	threshold	4	S2-492615064,S2-78846240,S3-607200302,S3-430632124
S1-32890187	threshold	2	S2-444458468,S3-236473879
S1-329153650	threshold	4	S2-438731640,S2-306464614,S3-971859023,S3-564745494
S1-32923652	threshold	4	S2-952397070,S2-786597684,S3-535525492,S3-360569145
S1-330287395	threshold	1	S2-287632124
S1-330343832	threshold	3	S2-842189883,S2-729238008,S2-433441310
S1-330360206	threshold	4	S2-37634795,S3-717785678,S3-64929443,S3-294708679
S1-330375078	threshold	2	S2-40688522,S3-345519759
S1-331360922	threshold	5	S2-660383583,S2-502386823,S3-251729625,S3-669338586,S3-569172397
S1-331497206	threshold	4	S2-232781780,S2-368502618,S2-62897754,S3-285106499
S1-331902004	threshold	6	S2-685011170,S2-978808297,S3-198958125,S3-7200787,S3-579311969,S3-130626209
S1-33214499	threshold	4	S2-141463123,S2-632466056,S3-298385878,S3-892309377
S1-332150508	threshold	3	S2-374577081,S2-85779305,S3-225472554
S1-332668814	threshold	3	S2-529067231,S2-81116958,S3-246011962
S1-332693118	threshold	5	S2-601786217,S2-9834857,S2-771701751,S3-315308302,S3-606331044
S1-333328963	threshold	4	S2-39439819,S2-214814009,S3-595829416,S3-491056194
S1-333689129	threshold	0	
S1-334037410	threshold	6	S2-766525929,S2-244620342,S2-256566912,S2-560243094,S3-471267494,S3-333558380
S1-334309606	threshold	0	
S1-334774542	threshold	2	S2-104433017,S3-644846822
S1-334835129	threshold	3	S2-741904520,S2-948208165,S3-717020524
S1-335007462	threshold	5	S2-229727876,S2-289497380,S2-445990174,S2-627021125,S3-752299744
S1-336205046	threshold	3	S2-45139517,S2-430127495,S3-781373045
S1-337148579	threshold	9	S2-164087872,S2-291079389,S2-59287909,S2-21080714,S2-515519573,S3-68484860,S3-781138586,S3-669746832,S3-18336578
S1-338241579	threshold	4	S2-90999498,S2-505024400,S3-353866589,S3-528362201
S1-338402760	threshold	6	S2-148442284,S2-432605358,S2-787363520,S3-460036259,S3-652697352,S3-261558562
S1-339146789	threshold	5	S2-190747698,S2-424935458,S3-394220979,S3-209396066,S3-751827069
S1-33923042	threshold	2	S3-34441128,S3-738876792
S1-33949847	threshold	5	S2-754965916,S2-377141413,S2-667863186,S3-234462788,S3-743777830
S1-339768243	threshold	0	
S1-340136897	threshold	6	S2-619868187,S2-55234835,S3-437945082,S3-212374363,S3-671597096,S3-955473913
S1-340376765	threshold	2	S2-350005756,S3-857048853
S1-340581786	threshold	2	S2-261486482,S3-656419014
S1-34079885	threshold	5	S2-60508631,S2-809506287,S2-379053505,S3-52968823,S3-365966972
S1-341272100	threshold	6	S2-588995868,S2-580508047,S2-236881401,S3-615834003,S3-189910771,S3-349121225
S1-341292639	threshold	3	S2-619566075,S3-771473210,S3-126310929
S1-341306283	threshold	2	S2-425004697,S2-906574123
S1-341743435	threshold	4	S2-710212330,S2-791306105,S3-966078755,S3-848217723
S1-34202843	threshold	6	S2-280108728,S2-392234483,S2-212403748,S2-946235376,S2-740879427,S3-75554456
S1-342983247	threshold	3	S2-124766829,S3-345097367,S3-699091956
S1-343168529	threshold	5	S2-13924180,S2-290763750,S3-491461816,S3-852595128,S3-846289116
S1-34337124	threshold	3	S2-874441193,S3-243890712,S3-891532936
S1-343486044	threshold	4	S2-556311144,S3-913814927,S3-92540525,S3-383705037
S1-343679515	threshold	3	S2-826444166,S3-44588631,S3-359419363
S1-343745785	threshold	4	S2-278214291,S2-44262450,S2-494207544,S3-207462831
S1-343792606	threshold	0	
S1-34445593	threshold	1	S2-565034616
S1-345335367	threshold	4	S2-961263597,S3-365566317,S3-243345229,S3-65666493
S1-345383085	threshold	5	S2-778179744,S2-374044766,S3-932975509,S3-453575460,S3-82689391
S1-346688402	threshold	2	S2-214524038,S3-95799069
S1-347400554	threshold	2	S2-848516136,S3-980953415
S1-347482610	threshold	2	S2-380902647,S3-762899192
S1-347875546	threshold	6	S2-57878336,S2-699258768,S2-612335090,S3-729590155,S3-805974143,S3-966559960
S1-349042946	threshold	3	S2-375120310,S3-457969214,S3-539565728
S1-35003868	threshold	4	S2-16638884,S3-923620731,S3-51205361,S3-511101151
S1-350188684	threshold	3	S2-544462280,S3-157680908,S3-753594425
S1-350539444	threshold	4	S2-337589628,S3-408710421,S3-332968763,S3-55805832
S1-350682814	threshold	5	S2-466274514,S3-769388137,S3-979206894,S3-137407717,S3-552628657
S1-351070633	threshold	8	S2-220872953,S2-508636450,S2-582612912,S2-502686121,S2-107140060,S3-150777631,S3-664177930,S3-961454187
S1-351196814	threshold	4	S2-210621559,S2-285351633,S2-273124574,S3-718651745
S1-351373257	threshold	0	
S1-351397229	threshold	5	S2-960730056,S3-133689594,S3-372769834,S3-660103955,S3-649177624
S1-351567633	threshold	2	S2-713390332,S3-650081731
S1-351650918	threshold	4	S2-235029887,S2-838919476,S2-170044441,S3-791081326
S1-351712600	threshold	1	S2-487988014
S1-351785522	threshold	1	S3-695096643
S1-352663541	threshold	3	S2-3321901,S3-184090128,S3-445250806
S1-352941265	threshold	4	S2-274801707,S3-496176696,S3-339187230,S3-600376759
S1-35310486	threshold	6	S2-610918644,S2-535660632,S2-657747163,S2-396974569,S3-208136586,S3-854752863
S1-353461054	threshold	4	S2-751019317,S3-672066645,S3-285165500,S3-647264353
S1-353515074	threshold	3	S2-948739876,S3-331083720,S3-327427754
S1-353648569	threshold	1	S2-303957656
S1-353720518	threshold	0	
S1-354514123	threshold	2	S2-548546460,S3-161915297
S1-355010759	threshold	6	S2-415534561,S2-562520178,S2-904951086,S3-906853650,S3-369089498,S3-391982462
S1-35553965	threshold	2	S2-599481774,S3-786227159
S1-355879588	threshold	6	S2-313220432,S2-57067490,S2-625692342,S3-780734462,S3-559322001,S3-726733092
S1-355903123	threshold	3	S2-638766982,S2-65310688,S3-377872265
S1-356050630	threshold	6	S2-124461270,S2-849683008,S2-222055025,S3-201935218,S3-280280180,S3-418512471
S1-356386866	threshold	5	S2-989143413,S2-12185095,S2-196631105,S2-456764765,S3-38584704
S1-357195378	threshold	1	S2-481918787
S1-357255048	threshold	0	
S1-357670884	threshold	1	S3-905976858
S1-358471907	threshold	1	S2-257846143
S1-358549261	threshold	1	S2-631146573
S1-358825254	threshold	3	S2-778813039,S2-824463516,S3-434692501
S1-359497006	threshold	4	S2-157652925,S2-640040675,S3-222894633,S3-829361725
S1-359797694	threshold	0	
S1-36004092	threshold	6	S2-468555168,S2-292807321,S2-206941771,S2-763757536,S3-145142747,S3-168782379
S1-360173826	threshold	4	S2-723206455,S2-227348053,S3-276137584,S3-689090615
S1-360408915	threshold	2	S3-871264524,S3-509176161
S1-360735557	threshold	3	S2-303379458,S3-517005059,S3-516974898
S1-360741363	threshold	4	S2-962263333,S2-414460698,S2-375979026,S3-734772049
S1-36079031	threshold	7	S2-283130750,S2-587773381,S3-471662094,S3-497398113,S3-44625971,S3-255729964,S3-763044489
S1-360793942	threshold	4	S2-217558668,S3-594575730,S3-106470053,S3-113759254
S1-360824041	threshold	3	S2-588463355,S3-748119478,S3-103041985
S1-360849201	threshold	3	S2-960126428,S3-736846998,S3-646996399
S1-36100460	threshold	5	S2-884212260,S2-29289228,S2-403168987,S2-247716705,S3-86455150
S1-361410516	threshold	5	S2-434445396,S2-834490808,S3-315136725,S3-942231545,S3-776773835
S1-361481324	threshold	4	S2-246442639,S2-640575131,S3-424561067,S3-61391587
S1-361635725	threshold	2	S2-572700949,S3-348389613
S1-361775943	threshold	3	S2-859513974,S3-183092067,S3-24265207
S1-361940166	threshold	2	S2-619223032,S3-795927273
S1-362263895	threshold	6	S2-867643423,S2-442190461,S2-137595529,S3-153703874,S3-146218853,S3-536053465
S1-362767237	threshold	3	S2-37333644,S3-933629422,S3-689098346
S1-363385598	threshold	4	S2-674304343,S2-110398580,S2-613119303,S3-418492730
S1-363920130	threshold	3	S2-471293500,S2-250652478,S3-339406714
S1-364976036	threshold	4	S2-296918515,S3-144463016,S3-260404108,S3-364013366
S1-365132326	threshold	8	S2-627754857,S2-563977428,S2-794302172,S2-462000731,S2-724004019,S3-185032613,S3-44529087,S3-721377657
S1-366287899	threshold	0	
S1-366659022	threshold	2	S3-88957096,S3-407008491
S1-368230516	threshold	7	S2-87933241,S2-602237458,S2-435464525,S3-500000641,S3-862289879,S3-486117018,S3-790739791
S1-368381259	threshold	3	S2-702543737,S2-117203555,S3-258823456
S1-368524424	threshold	3	S2-708131282,S3-105801635,S3-441399922
S1-368631505	threshold	5	S2-34106097,S3-991291601,S3-852319013,S3-229469079,S3-383184907
S1-368678086	threshold	0	
S1-369575465	threshold	2	S2-34941591,S3-495441424
S1-369700044	threshold	5	S2-597370943,S2-773461172,S3-980354068,S3-727175788,S3-859043717
S1-369854450	threshold	6	S2-888272073,S2-199094444,S3-549994673,S3-800537897,S3-300354963,S3-465998007
S1-370970760	threshold	1	S2-210878796
S1-371296207	threshold	2	S2-945007457,S3-478657280
S1-371879245	threshold	3	S2-113203134,S2-377940058,S3-364049737
S1-372273669	threshold	3	S2-196227122,S3-905052235,S3-414163067
S1-372404571	threshold	5	S2-881225668,S2-978220153,S3-532200089,S3-2537362,S3-915395211
S1-372447229	threshold	2	S3-636998062,S3-453116209
S1-372468661	threshold	3	S2-765717026,S2-395533733,S3-405400952
S1-372650128	threshold	3	S2-555357517,S2-54022878,S3-331761386
S1-372829057	threshold	4	S2-546838135,S3-368837021,S3-388416282,S3-928099582
S1-373200730	threshold	3	S3-915768795,S3-166815050,S3-479188368
S1-373864854	threshold	6	S2-250566197,S2-566424009,S2-354371438,S2-298415217,S2-291550937,S3-244006541
S1-374061569	threshold	2	S2-138263535,S3-772558955
S1-374173177	threshold	6	S2-387227260,S2-902335317,S3-313520557,S3-582015822,S3-555203280,S3-872238813
S1-374195679	threshold	6	S2-828311371,S3-109320333,S3-475516207,S3-512739846,S3-200639314,S3-512528433
S1-374778413	threshold	3	S2-65408607,S2-209588959,S3-877869691
S1-375002992	threshold	4	S2-182964281,S2-852000335,S3-563310986,S3-147668437
S1-37503709	threshold	3	S2-451965860,S2-608829766,S3-205385391
S1-375266860	threshold	5	S2-21902869,S2-910763488,S2-557580562,S3-156008076,S3-137269729
S1-37528531	threshold	4	S2-94823720,S2-459997315,S2-905985828,S3-581411273
S1-375451058	threshold	2	S2-362848622,S3-168116798
S1-375490444	threshold	2	S2-878123604,S3-276419305
S1-376270080	threshold	4	S2-457844093,S3-613886037,S3-480224458,S3-855616746
S1-376778365	threshold	4	S2-577291602,S3-9124531,S3-232903129,S3-450849676
S1-377096122	threshold	5	S2-321165069,S3-393914063,S3-955371698,S3-341042974,S3-809848459
S1-377121439	threshold	3	S2-530991242,S2-149259861,S3-944923874
S1-377337290	threshold	3	S2-472975538,S3-338716500,S3-287277670
S1-377610144	threshold	3	S2-620856410,S2-396724373,S3-312013306
S1-377754	threshold	3	S2-134753978,S3-710166970,S3-51826243
S1-377909517	threshold	7	S2-483693613,S2-824077055,S2-716640400,S3-716408554,S3-248697975,S3-334044997,S3-796149295
S1-378215331	threshold	3	S2-50876653,S3-307611198,S3-576512544
S1-378229040	threshold	0	
S1-378542116	threshold	4	S2-645488273,S2-880717482,S2-330218026,S3-670570003
S1-378687187	threshold	0	
S1-378917870	threshold	3	S2-434881273,S3-644433617,S3-203289503
S1-379033600	threshold	2	S2-298488050,S3-8597045
S1-379701877	threshold	4	S2-817707115,S2-258384975,S2-189294741,S3-809915684
S1-379713474	threshold	2	S2-829172864,S3-830277724
S1-379775857	threshold	3	S2-219691977,S2-987026781,S3-422450622
